ID,RefSeq_accession_number,gene_symbol,gene_name
10473,NP_008868,SUMO2,small ubiquitin-related modifier 2 isoform a precursor
10474,NP_008867,SUMO3,small ubiquitin-related modifier 3 precursor
10475,NP_001002255,SUMO4,small ubiquitin-related modifier 4
10476,NP_056321,MMACHC,methylmalonic aciduria and homocystinuria type C protein
10477,NP_872114,ENOX2,ecto-NOX disulfide-thiol exchanger 2 isoform b
10478,NP_954988,CENPS,centromere protein S
10479,NP_079146,PREX2,"phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein isoform a"
10480,NP_001128690,TAF12,transcription initiation factor TFIID subunit 12
10481,NP_003792,GPAA1,glycosylphosphatidylinositol anchor attachment 1 protein
10482,NP_060639,C12ORF35,uncharacterized protein KIAA1551
10483,NP_059129,MYO3A,myosin-IIIa
10484,NP_112567,RNF17,RING finger protein 17 isoform 1
10485,NP_057155,MRPS33,"28S ribosomal protein S33, mitochondrial"
10486,NP_002013,FMO4,dimethylaniline monooxygenase
10487,NP_872433,WDR53,WD repeat-containing protein 53
10488,NP_937886,ASB7,ankyrin repeat and SOCS box protein 7 isoform 2
10489,NP_000624,BCL2,apoptosis regulator Bcl-2 alpha isoform
10490,NP_001008749,RAB19,ras-related protein Rab-19
10491,NP_057046,FCF1,rRNA-processing protein FCF1 homolog
10492,NP_002384,MDM4,protein Mdm4 isoform 1
10493,NP_005515,HES1,transcription factor HES-1
10494,NP_872309,ADAT2,tRNA-specific adenosine deaminase 2
10495,NP_065068,VANGL2,vang-like protein 2
10496,NP_067673,ADAM12,disintegrin and metalloproteinase domain-containing protein 12 isoform 2 preproprotein
10497,NP_689947,C6ORF89,bombesin receptor-activated protein C6orf89
10498,NP_001120680,TET2,methylcytosine dioxygenase TET2 isoform a
10499,NP_006306,PCGF3,polycomb group RING finger protein 3
10500,NP_919431,PHLPP1,PH domain leucine-rich repeat-containing protein phosphatase 1
10501,NP_787954,DUOX1,dual oxidase 1 precursor
10502,NP_054799,DUOX2,dual oxidase 2 precursor
10503,NP_004709,COX7A2L,"cytochrome c oxidase subunit 7A-related protein, mitochondrial"
10504,NP_659495,RILPL2,RILP-like protein 2
10505,NP_996816,USH2A,usherin isoform B
10506,NP_002816,PTN,pleiotrophin precursor
10507,NP_115506,FAM186B,protein FAM186B
10508,NP_003961,MYOM2,myomesin-2
10509,NP_006062,PKDREJ,polycystic kidney disease and receptor for egg jelly-related protein precursor
10510,NP_203526,MRPS12,"28S ribosomal protein S12, mitochondrial precursor"
10511,NP_003551,PLA2G6,85/88 kDa calcium-independent phospholipase A2 isoform a
10512,NP_000031,APOC3,apolipoprotein C-III precursor
10513,NP_078933,MORC4,MORC family CW-type zinc finger protein 4 isoform a
10514,NP_055714,RHOBTB3,rho-related BTB domain-containing protein 3
10515,NP_004366,COX11,"cytochrome c oxidase assembly protein COX11, mitochondrial isoform 1"
10516,NP_835260,PDZD2,PDZ domain-containing protein 2
10517,NP_060179,FAM46C,protein FAM46C
10518,NP_002866,RAD51,DNA repair protein RAD51 homolog 1 isoform 1
10519,NP_003990,OSMR,oncostatin-M-specific receptor subunit beta isoform 1 precursor
10520,NP_078902,VTCN1,V-set domain-containing T-cell activation inhibitor 1 isoform 1 precursor
10521,NP_005610,RTN2,reticulon-2 isoform A
10522,NP_689764,SNRNP48,U11/U12 small nuclear ribonucleoprotein 48 kDa protein
10523,NP_060875,C17ORF79,coordinator of PRMT5 and differentiation stimulator
10524,NP_056180,AMMECR1,AMME syndrome candidate gene 1 protein isoform 1
10525,NP_001186069,AMMECR1L,AMMECR1-like protein
10526,NP_079143,SPEF2,sperm flagellar protein 2 isoform 1
10527,NP_036586,TIAM2,T-lymphoma invasion and metastasis-inducing protein 2 isoform a
10528,NP_000988,RPL37,60S ribosomal protein L37
10529,NP_871615,UBE2D3,ubiquitin-conjugating enzyme E2 D3 isoform 1
10530,NP_003330,UBE2D2,ubiquitin-conjugating enzyme E2 D2 isoform 1
10531,NP_862821,UBE2D2,ubiquitin-conjugating enzyme E2 D2 isoform 2
10532,NP_003329,UBE2D1,ubiquitin-conjugating enzyme E2 D1 isoform 1
10533,NP_057067,UBE2D4,ubiquitin-conjugating enzyme E2 D4
10534,NP_001105,ADCY7,adenylate cyclase type 7
10535,NP_899200,ADCY5,adenylate cyclase type 5 isoform 1
10536,NP_056085,ADCY6,adenylate cyclase type 6 isoform a
10537,NP_001186571,ADCY5,adenylate cyclase type 5 isoform 2
10538,NP_940878,C19ORF54,UPF0692 protein C19orf54
10539,NP_001074318,DNLZ,DNL-type zinc finger protein
10540,NP_004255,MED21,mediator of RNA polymerase II transcription subunit 21 isoform 1
10541,NP_001882,CSN2,beta-casein precursor
10542,NP_059140,CHRAC1,chromatin accessibility complex protein 1
10543,NP_874384,SYPL1,synaptophysin-like protein 1 isoform b
10544,NP_036562,SEC22A,vesicle-trafficking protein SEC22a
10545,NP_057160,PPPDE1,desumoylating isopeptidase 2
10546,NP_057108,RBMX2,"RNA-binding motif protein, X-linked 2"
10547,NP_000986,RPL34,60S ribosomal protein L34
10548,NP_057079,KLF13,Krueppel-like factor 13
10549,NP_112589,CDCA3,cell division cycle-associated protein 3
10550,NP_002592,PDE6D,"retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta"
10551,NP_940910,KLRG2,killer cell lectin-like receptor subfamily G member 2
10552,NP_003167,SYCP1,synaptonemal complex protein 1
10553,NP_005828,POP7,ribonuclease P protein subunit p20
10554,NP_001138450,MTHFD2L,probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2
10555,NP_001129580,R3HCC1,R3H and coiled-coil domain-containing protein 1
10556,NP_055514,ZNF646,zinc finger protein 646
10557,NP_849163,RNF166,RING finger protein 166 isoform 1
10558,NP_001035530,CCDC112,coiled-coil domain-containing protein 112 isoform 1 precursor
10559,NP_001158090,GPC3,glypican-3 isoform 3 precursor
10560,NP_004475,GPC3,glypican-3 isoform 2 precursor
10561,NP_003449,BSN,protein bassoon
10562,NP_689620,GRPEL2,"grpE protein homolog 2, mitochondrial precursor"
10563,NP_115874,MCM8,DNA helicase MCM8 isoform 1
10564,NP_002327,LRP6,low-density lipoprotein receptor-related protein 6 precursor
10565,NP_002326,LRP5,low-density lipoprotein receptor-related protein 5 precursor
10566,NP_001092257,BET1L,BET1-like protein isoform 1
10567,NP_006567,AVIL,advillin
10568,NP_689948,ZBTB9,zinc finger and BTB domain-containing protein 9
10569,NP_009188,PNMA2,paraneoplastic antigen Ma2
10570,NP_076931,MRP63,"ribosomal protein 63, mitochondrial"
10571,NP_002990,SDC4,syndecan-4 precursor
10572,NP_066011,GPR107,protein GPR107 isoform 3
10573,NP_958802,EEF2KMT,protein FAM86A isoform 1
10574,XP_003960473,GNOMON,PREDICTED: LOW QUALITY PROTEIN: protein FAM86B2
10575,NP_001131082,FAM86B2,protein FAM86B2
10576,NP_203751,FHDC1,FH2 domain-containing protein 1
10577,NP_001013453,PAGE5,P antigen family member 5 isoform 2
10578,NP_002219,JUN,transcription factor AP-1
10579,NP_057139,MRPL48,"39S ribosomal protein L48, mitochondrial"
10580,NP_115487,MRPL14,"39S ribosomal protein L14, mitochondrial"
10581,NP_008869,SNRPD1,small nuclear ribonucleoprotein Sm D1
10582,NP_003752,VAMP8,vesicle-associated membrane protein 8
10583,NP_061178,FEM1A,protein fem-1 homolog A
10584,NP_001137146,BRP44,mitochondrial pyruvate carrier 2
10585,NP_066996,POLD4,DNA polymerase delta subunit 4 isoform 1
10586,NP_003867,TMEM11,"transmembrane protein 11, mitochondrial"
10587,NP_002838,PTPRN2,receptor-type tyrosine-protein phosphatase N2 isoform 1 precursor
10588,NP_570857,PTPRN2,receptor-type tyrosine-protein phosphatase N2 isoform 2 precursor
10589,NP_789788,GATC,"glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial"
10590,NP_703152,ORAOV1,oral cancer-overexpressed protein 1
10591,NP_003611,PPM1D,protein phosphatase 1D
10592,NP_057646,TLR7,toll-like receptor 7 precursor
10593,XP_003960602,GNOMON,PREDICTED: uncharacterized protein LOC642131
10594,NP_874364,FAM101B,protein FAM101B
10595,NP_689677,TMEM199,transmembrane protein 199
10596,NP_009000,PLA2G16,HRAS-like suppressor 3
10597,NP_003970,GPRC5A,retinoic acid-induced protein 3
10598,NP_703151,MED19,mediator of RNA polymerase II transcription subunit 19
10599,NP_110448,PLA2G12A,group XIIA secretory phospholipase A2 precursor
10600,NP_057053,MRPS17,"28S ribosomal protein S17, mitochondrial"
10601,NP_057678,FKBP11,peptidyl-prolyl cis-trans isomerase FKBP11 isoform 1 precursor
10602,NP_612455,C7ORF30,mitochondrial assembly of ribosomal large subunit protein 1
10603,NP_004751,STK17A,serine/threonine-protein kinase 17A
10604,NP_006770,CDC42EP2,cdc42 effector protein 2
10605,NP_003071,SMPD2,sphingomyelin phosphodiesterase 2
10606,NP_005973,SIX1,homeobox protein SIX1
10607,NP_775931,DOK7,protein Dok-7 isoform 1
10608,NP_001231693,TNIP3,TNFAIP3-interacting protein 3 isoform 3
10609,NP_694566,PLB1,"phospholipase B1, membrane-associated isoform 1 precursor"
10610,NP_004590,SREBF2,sterol regulatory element-binding protein 2
10611,NP_001953,EFNA5,ephrin-A5 precursor
10612,NP_001008396,C7ORF59,ragulator complex protein LAMTOR4
10613,NP_001243084,ARMCX4,armadillo repeat-containing X-linked protein 4
10614,NP_006511,DYNLT3,dynein light chain Tctex-type 3
10615,NP_036455,MAFF,transcription factor MafF isoform a
10616,NP_055725,ZNF507,zinc finger protein 507
10617,NP_001243794,DNAJC6,putative tyrosine-protein phosphatase auxilin isoform 3
10618,NP_002768,PRTN3,myeloblastin precursor
10619,NP_653191,ANKRD22,ankyrin repeat domain-containing protein 22
10620,NP_001248370,EXTL2,exostosin-like 2 isoform 3
10621,NP_003351,UGT8,2-hydroxyacylsphingosine 1-beta-galactosyltransferase precursor
10622,NP_057385,GPN3,GPN-loop GTPase 3 isoform 1
10623,NP_001157844,GPN3,GPN-loop GTPase 3 isoform 2
10624,NP_004698,ATG12,ubiquitin-like protein ATG12 isoform 1
10625,NP_078858,FAT4,protocadherin Fat 4 precursor
10626,NP_001177908,YAF2,YY1-associated factor 2 isoform 1
10627,NP_001243333,DENND2C,DENN domain-containing protein 2C isoform 1
10628,NP_619527,BCL2L11,bcl-2-like protein 11 isoform 1
10629,NP_001191038,BCL2L11,bcl-2-like protein 11 isoform 14
10630,NP_001073893,KDM6B,lysine-specific demethylase 6B
10631,NP_689699,SAMD11,sterile alpha motif domain-containing protein 11
10632,NP_001245177,SP6,transcription factor Sp6
10633,NP_000380,CDKN1A,cyclin-dependent kinase inhibitor 1
10634,NP_115714,LLPH,protein LLP homolog
10635,NP_005969,S100A2,protein S100-A2
10636,NP_003723,EIF4EBP3,eukaryotic translation initiation factor 4E-binding protein 3
10637,NP_620175,HIGD2A,"HIG1 domain family member 2A, mitochondrial"
10638,NP_001229476,ANAPC16,anaphase-promoting complex subunit 16 isoform 1
10639,NP_002109,HLA-DMB,"HLA class II histocompatibility antigen, DM beta chain precursor"
10640,NP_001636,APOC1,apolipoprotein C-I precursor
10641,NP_001017998,GNG10,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 precursor
10642,NP_004116,DNAJC25-GNG10,DNAJC25-GNG10 protein precursor
10643,NP_001171694,ODF2L,outer dense fiber protein 2-like isoform c
10644,NP_001007023,ODF2L,outer dense fiber protein 2-like isoform b
10645,NP_667338,EVC2,limbin isoform 1
10646,NP_112190,CDT1,DNA replication factor Cdt1
10647,NP_981942,MBLAC1,metallo-beta-lactamase domain-containing protein 1
10648,NP_612402,REEP6,receptor expression-enhancing protein 6
10649,NP_054889,GTPBP8,GTP-binding protein 8 isoform 1
10650,NP_001004431,METRNL,meteorin-like protein precursor
10651,NP_060661,RCBTB1,RCC1 and BTB domain-containing protein 1
10652,NP_001259,RCBTB2,RCC1 and BTB domain-containing protein 2
10653,NP_001186048,TRIM39-RPP21,TRIM39-RPP21 protein
10654,NP_001186049,RPP21,ribonuclease P protein subunit p21 isoform 1
10655,NP_067076,TRIM39,E3 ubiquitin-protein ligase TRIM39 isoform 1
10656,NP_071436,C10ORF54,platelet receptor Gi24 precursor
10657,NP_057717,AHSP,alpha-hemoglobin-stabilizing protein
10658,NP_689967,SEMA3D,semaphorin-3D precursor
10659,NP_001034842,EML6,echinoderm microtubule-associated protein-like 6
10660,NP_064570,DUSP22,dual specificity protein phosphatase 22
10661,XP_003403836,GNOMON,PREDICTED: dual specificity protein phosphatase 22-like
10662,NP_001008910,STK16,serine/threonine-protein kinase 16
10663,NP_055293,CRCP,DNA-directed RNA polymerase III subunit RPC9 isoform a
10664,NP_002064,GNAZ,guanine nucleotide-binding protein G(z) subunit alpha
10665,NP_789786,CCDC125,coiled-coil domain-containing protein 125
10666,NP_919224,OTOF,otoferlin isoform a
10667,NP_079421,C10ORF79,WD repeat-containing protein 96
10668,NP_001073918,DNA2,DNA replication ATP-dependent helicase/nuclease DNA2
10669,NP_001091953,C10ORF125,fucose mutarotase isoform 1
10670,NP_733752,MLX,max-like protein X isoform gamma
10671,NP_006166,NRAP,nebulin-related-anchoring protein isoform 1
10672,NP_919290,ZBTB41,zinc finger and BTB domain-containing protein 41
10673,NP_060807,ZNF444,zinc finger protein 444 isoform 1
10674,NP_006143,LRMP,lymphoid-restricted membrane protein
10675,NP_060132,TRPM6,transient receptor potential cation channel subfamily M member 6 isoform a
10676,NP_001257313,MIGA1,protein FAM73A isoform 2
10677,NP_006263,S100B,protein S100-B
10678,NP_036577,SPON2,spondin-2 precursor
10679,NP_079001,CCDC82,coiled-coil domain-containing protein 82
10680,NP_060934,CISD1,CDGSH iron-sulfur domain-containing protein 1
10681,NP_987091,COMMD6,COMM domain-containing protein 6 isoform b
10682,NP_899243,EML5,echinoderm microtubule-associated protein-like 5
10683,NP_004066,CRY1,cryptochrome-1
10684,NP_066940,CRY2,cryptochrome-2 isoform 1
10685,NP_004551,ROR2,tyrosine-protein kinase transmembrane receptor ROR2 precursor
10686,NP_005003,ROR1,tyrosine-protein kinase transmembrane receptor ROR1 isoform 1 precursor
10687,NP_001103224,PTPRB,receptor-type tyrosine-protein phosphatase beta isoform a
10688,NP_001193901,PTPRB,receptor-type tyrosine-protein phosphatase beta isoform d precursor
10689,NP_006260,RP1,oxygen-regulated protein 1
10690,NP_004914,MTL5,tesmin isoform a
10691,NP_006250,PRKG2,cGMP-dependent protein kinase 2
10692,NP_067680,TSPYL4,testis-specific Y-encoded-like protein 4
10693,NP_003590,SUPT3H,transcription initiation protein SPT3 homolog isoform 1
10694,NP_055632,TRIL,TLR4 interactor with leucine rich repeats precursor
10695,NP_001124171,IPCEF1,interactor protein for cytohesin exchange factors 1 isoform 1
10696,NP_001243055,CERS6,ceramide synthase 6 isoform 1
10697,NP_000423,MYL2,"myosin regulatory light chain 2, ventricular/cardiac muscle isoform"
10698,NP_002468,MYL5,myosin light chain 5
10699,NP_001106997,ZNF276,zinc finger protein 276 isoform a
10700,NP_068767,BCAN,brevican core protein isoform 1 precursor
10701,NP_003667,DEGS1,sphingolipid delta(4)-desaturase DES1
10702,NP_001026788,COX19,cytochrome c oxidase assembly protein COX19
10703,NP_001002034,FAM109B,sesquipedalian-2
10704,NP_036591,TIMM8B,mitochondrial import inner membrane translocase subunit Tim8 B
10705,NP_060468,C9ORF40,uncharacterized protein C9orf40
10706,NP_061749,PCDHGB6,protocadherin gamma-B6 isoform 1 precursor
10707,NP_061747,PCDHGB3,protocadherin gamma-B3 isoform 1 precursor
10708,NP_061742,PCDHGA6,protocadherin gamma-A6 isoform 1 precursor
10709,NP_061741,PCDHGA5,protocadherin gamma-A5 isoform 1 precursor
10710,NP_061739,PCDHGA3,protocadherin gamma-A3 isoform 1 precursor
10711,NP_003726,PCDHGA12,protocadherin gamma-A12 isoform 1 precursor
10712,NP_061751,PCDHGA4,protocadherin gamma-C4 isoform 1 precursor
10713,NP_061750,PCDHGB7,protocadherin gamma-B7 isoform 1 precursor
10714,NP_061735,PCDHGA1,protocadherin gamma-A1 isoform 1 precursor
10715,NP_061752,PCDHGC5,protocadherin gamma-C5 isoform 1 precursor
10716,NP_002579,PCDHGC3,protocadherin gamma-C3 isoform 1 precursor
10717,NP_061736,PCDHGA10,protocadherin gamma-A10 isoform 1 precursor
10718,NP_061748,PCDHGB5,protocadherin gamma-B5 isoform 1 precursor
10719,NP_061746,PCDHGB2,protocadherin gamma-B2 isoform 1 precursor
10720,NP_061740,PCDHGA4,protocadherin gamma-A4 isoform 1 precursor
10721,NP_061743,PCDHGA7,protocadherin gamma-A7 isoform 1 precursor
10722,NP_061738,PCDHGA2,protocadherin gamma-A2 isoform 1 precursor
10723,NP_061744,PCDHGA9,protocadherin gamma-A9 isoform 1 precursor
10724,NP_006157,NFYB,nuclear transcription factor Y subunit beta
10725,NP_005851,FSTL3,follistatin-related protein 3 precursor
10726,NP_149988,C5ORF30,UNC119-binding protein C5orf30
10727,NP_066189,SH2B2,SH2B adapter protein 2
10728,NP_478056,HDAC9,histone deacetylase 9 isoform 1
10729,NP_073622,EFCAB6,EF-hand calcium-binding domain-containing protein 6 isoform a
10730,NP_001164982,MCFD2,multiple coagulation factor deficiency protein 2 isoform C
10731,NP_644808,MCFD2,multiple coagulation factor deficiency protein 2 isoform A precursor
10732,NP_787083,PRR15,proline-rich protein 15
10733,NP_064571,ACN9,"protein ACN9 homolog, mitochondrial precursor"
10734,NP_056183,PANX1,pannexin-1
10735,NP_620168,ATP8B3,probable phospholipid-transporting ATPase IK isoform 1
10736,NP_001171473,ATP8B3,probable phospholipid-transporting ATPase IK isoform 2
10737,NP_001007227,SPOP,speckle-type POZ protein
10738,NP_001001664,SPOPL,speckle-type POZ protein-like
10739,NP_002926,RNASE3,eosinophil cationic protein precursor
10740,NP_005265,GNG5,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 precursor
10741,NP_079034,AGMAT,"agmatinase, mitochondrial precursor"
10742,NP_699165,SCARF2,scavenger receptor class F member 2 isoform 1 precursor
10743,XP_003960213,GNOMON,PREDICTED: E3 ubiquitin-protein ligase RNF115-like isoform 1
10744,NP_872304,ZNF428,zinc finger protein 428
10745,NP_036454,LSM5,U6 snRNA-associated Sm-like protein LSm5 isoform a
10746,NP_001629,APOF,apolipoprotein F precursor
10747,NP_002695,PPBP,platelet basic protein preproprotein
10748,NP_001257365,CDC42EP3,cdc42 effector protein 3
10749,NP_002113,HLA-DQA1,"HLA class II histocompatibility antigen, DQ alpha 1 chain precursor"
10750,NP_291032,HLA-DPA1,"HLA class II histocompatibility antigen, DP alpha 1 chain precursor"
10751,NP_054769,MRPL42,"39S ribosomal protein L42, mitochondrial precursor"
10752,NP_065869,UNC79,protein unc-79 homolog
10753,NP_071939,ZDHHC6,palmitoyltransferase ZDHHC6
10754,NP_001138462,KIAA1239,leucine-rich repeat and WD repeat-containing protein KIAA1239
